work_raw,unit_raw,price,region,source
Allegri / Lorenzo (металкор) нанесение подложки и краски,,695.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Correggio / Massimo (эффект бархата, мокрый шелк, вьюшка) нанесение подложки и краски",,595.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Correggio / Massimo (вертикаль, диагональ) нанесение подложки и краски",,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Correggio / Massimo (губкой) нанесение подложки и краски,,695.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Palladio (шелк ""бюджет"" от 100 м2 - 1 слой на цветную подложку - нужна идеальная подготовка стен) нанесение подложки и краски",м2,495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Veroneze + Palladio (перламутровый мрамор, шелк) нанесение подложки и краски",,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Santa Elia перламутровый (эффект ""песчаной бури"") нанесение подложки и краски",,595.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Дополнительная защита лаком (для перламутровых покрытий) нанесение лака,,95.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Augusto (эффект камня, шале) нанесение подложки и штукатурки, лессировка",шт,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Tiziano (эффект ""Драпе"") нанесение подложки и штукатурки, лессировка",шт,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Tiziano (эффект ""Ардезия"") нанесение подложки и штукатурки, лессировка",шт,995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Minerali / Mariotto (эффект камня ""травертин"") нанесение подложки и штукатурки, лессировка",шт,995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Minerali / Mariotto (эффект ""травертин"" - расшивка ""блоки"") нанесение подложки и штукатурки, лессировка",шт,1195.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Minerali / Mariotto (эффект ""травертин"" - расшивка ""кирпичи"") нанесение подложки и штукатурки, лессировка",шт,1495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Minerali / Mariotto (эффект ""карта мира"") нанесение подложки и штукатурки, лессировка",шт,995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Minerali / Mariotto (эффект ""арт бетон"") нанесение подложки и штукатурки, лессировка",шт,995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Minerali / Mariotto 1 слой + Veroneze (эффект ""арт бетон"") нанесение подложки и штукатурки, лессировка",шт,995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Minerali / Mariotto 2 слоя + Favretto (эффект ""шале"") нанесение подложки и штукатурки, лессировка",шт,1195.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Minerali / Mariotto 2 слоя + (Massimo или Arioli) + Cera (эффект ""сланец"", авторский арт-бетон) нанесение подложки и штукатурки, лессировка",шт,1495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Veroneze известковая венецианская штукатурка,шт,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Favretto акриловая венецианская штукатурка,шт,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Optimist-Elite Старый Замок латекс акриловый нанесение,,595.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Выравнивание гипсовой штукатурной смесью Knauf до 10 мм.,м2,295.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Шумоизоляция SoundPRO ГОСТ класс ""А""",м2,495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Шумоизоляция стандарт композитный состав патент РФ №105195,м2,495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Шумоизоляция экопанель ударный шум ="" 33 дБ ""Rw ="" 48 дБ",м2,595.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Шумоизоляционная мембрана 5000х1200х3,7 Rw ="" 29 дБ",м2,595.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтажные работы Knauf на стену с герметизацией стыков силиконом,м2,345.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Грунтовка Ceresit CT17 высокая адгезия 10 кг 12757510,м2,55.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Грунтовка Ceresit CT17 высокая адгезия 10 кг 2 слоя 12757510,м2,115.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Грунтовка Ceresit CT17 высокая адгезия 10 кг 3 слоя 12757510,м2,175.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Грунтовка откосов Ceresit CT17 высокая адгезия 10 кг 3 слоя 12757510,мп,145.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Грунтовка стен антисептик,м2,65.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Грунтовка Ceresit CT17 высокая адгезия 10 кг 1 покрытие,м2,115.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Флизелиновые обои 1.06х10 0033-22 16681306,м2,240.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Виниловые обои 0.53х10 ER 1373-2 13488914,м2,240.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Бумажные обои Марс 0.53х10.05 17983832,м2,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Бумажные фотообои «Шелк» 280х200 18087247,м2,790.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Текстильные обои Rasch Lyra Германия 0.53x10.05 078618,м2,690.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Бамбуковые обои Makao 0,9м. 8мм",м2,590.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Виниловые обои Lincrusta Англия 0.53x10.05 RD1960,м2,1490.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Обои гибкий камень Янтарь 1 284*142,м2,1190.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Стеклообои Р110 Рогожка лёгкая 1х25 85 г/м2 18446756,м2,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Нанесение жидких обоев 14809011,м2,490.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Пробковые обои Corkart RW3 128 S 5500 х 750 мм,м2,590.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Металлизированные обои se-2118 0,91х9,14",м2,740.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Покраска обоев (два покрытия),м2,240.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Заделка трещин,мп,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Дезинфекция от плесени,м2,990.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Установка плинтуса на потолок до 50 мм.,мп,140.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Виниловые обои под покраску IPA 10103 1.06х10 м,м2,240.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Установка плинтуса на пол до 50 мм.,м2,140.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Бумажные обои с подбором рисунка 0.53х10 Ин 16100-21,м2,370.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Флизелиновые обои 0.53х10 без подбора рисунка,м2,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Флизелиновые обои 1.06х10 0033-22 16681306,м2,370.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Грунтовка для бетона Knauf Бетоноконтакт, 20 кг",м2,80.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Работы по выравниванию гипсовой штукатурной смесью Knauf до 10 мм.,м2,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
комплект,компл,450.0,СПб,https://www.prorabneva.ru/price
5400 руб. 4806 руб.  шт,шт,40.0,СПб,https://www.prorabneva.ru/price
6300 руб. 5607 руб.  шт,шт,40.0,СПб,https://www.prorabneva.ru/price
85 руб. 75 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
552 руб. 492 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
480 руб. 427 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
840 руб. 748 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
168 руб. 150 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
132 руб. 118 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
444 руб. 395 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
709 руб. 631 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
1014 руб. 902 руб.  мп,мп,40.0,СПб,https://www.prorabneva.ru/price
552 руб. 492 руб.  м2,м2,1500.0,СПб,https://www.prorabneva.ru/price
930 руб. 828 руб.  м2,м2,1500.0,СПб,https://www.prorabneva.ru/price
1350 руб. 1202 руб.  м2,м2,3500.0,СПб,https://www.prorabneva.ru/price
690 руб. 614 руб.  м2,м2,1500.0,СПб,https://www.prorabneva.ru/price
1080 руб. 961 руб.  м2,м2,1500.0,СПб,https://www.prorabneva.ru/price
1500 руб. 1335 руб.  м2,м2,3500.0,СПб,https://www.prorabneva.ru/price
1140 руб. 1015 руб.  м2,м2,106.0,СПб,https://www.prorabneva.ru/price
960 руб. 854 руб.  м2,м2,1500.0,СПб,https://www.prorabneva.ru/price
1860 руб. 1655 руб.  м2,м2,1500.0,СПб,https://www.prorabneva.ru/price
2700 руб. 2403 руб.  м2,м2,3500.0,СПб,https://www.prorabneva.ru/price
1380 руб. 1228 руб.  м2,м2,1500.0,СПб,https://www.prorabneva.ru/price
2160 руб. 1922 руб.  м2,м2,1500.0,СПб,https://www.prorabneva.ru/price
3000 руб. 2670 руб.  м2,м2,3500.0,СПб,https://www.prorabneva.ru/price
2280 руб. 2029 руб.  м2,м2,53.0,СПб,https://www.prorabneva.ru/price
417 руб. 371 руб.  мп,мп,30.0,СПб,https://www.prorabneva.ru/price
2400 руб. 2136 руб.  м2,м2,30000.0,СПб,https://www.prorabneva.ru/price
1500 руб. 1335 руб.  м2,м2,30000.0,СПб,https://www.prorabneva.ru/price
886 руб. 789 руб.  м2,м2,2000.0,СПб,https://www.prorabneva.ru/price
2902 руб. 2583 руб.  м2,м2,30.0,СПб,https://www.prorabneva.ru/price
4650 руб. 4139 руб.  м2,м2,30.0,СПб,https://www.prorabneva.ru/price
3750 руб. 3338 руб.  м2,м2,30.0,СПб,https://www.prorabneva.ru/price
4200 руб. 3738 руб.  м2,м2,60.0,СПб,https://www.prorabneva.ru/price
6300 руб. 5607 руб.  м2,м2,120.0,СПб,https://www.prorabneva.ru/price
9000 руб. 8010 руб.  м2,м2,80.0,СПб,https://www.prorabneva.ru/price
4800 руб. 4272 руб.  м2,м2,80.0,СПб,https://www.prorabneva.ru/price
7200 руб. 6408 руб.  шт,шт,90.0,СПб,https://www.prorabneva.ru/price
8100 руб. 7209 руб.  шт,шт,90.0,СПб,https://www.prorabneva.ru/price
6000 руб. 5340 руб.  шт,шт,90.0,СПб,https://www.prorabneva.ru/price
1968 руб. 1752 руб.  мп,мп,45.0,СПб,https://www.prorabneva.ru/price
комплект,компл,930.0,СПб,https://www.prorabneva.ru/price
630 руб. 561 руб.  м2,м2,50.0,СПб,https://www.prorabneva.ru/price
1573 руб. 1258 руб.  м2,м2,30.0,СПб,https://www.prorabneva.ru/price
2313 руб. 1850 руб.  м2,м2,40.0,СПб,https://www.prorabneva.ru/price
4950 руб. 4406 руб.  м2,м2,30.0,СПб,https://www.prorabneva.ru/price
4050 руб. 3605 руб.  м2,м2,30.0,СПб,https://www.prorabneva.ru/price
4500 руб. 4005 руб.  м2,м2,60.0,СПб,https://www.prorabneva.ru/price
4050 руб. 3605 руб.  м2,м2,40.0,СПб,https://www.prorabneva.ru/price
5400 руб. 4806 руб.  м2,м2,120.0,СПб,https://www.prorabneva.ru/price
9300 руб. 8277 руб.  м2,м2,80.0,СПб,https://www.prorabneva.ru/price
5100 руб. 4539 руб.  м2,м2,80.0,СПб,https://www.prorabneva.ru/price
комплект,компл,3000.0,СПб,https://www.prorabneva.ru/price
точка,точка,5400.0,СПб,https://www.prorabneva.ru/price
комплект,компл,9000.0,СПб,https://www.prorabneva.ru/price
10800 руб. 9612 руб.  шт,шт,90.0,СПб,https://www.prorabneva.ru/price
4500 руб. 4005 руб.  шт,шт,20000.0,СПб,https://www.prorabneva.ru/price
10500 руб. 9345 руб.  шт,шт,20000.0,СПб,https://www.prorabneva.ru/price
5700 руб. 5073 руб.  шт,шт,20000.0,СПб,https://www.prorabneva.ru/price
1500 руб. 1335 руб.  шт,шт,8000.0,СПб,https://www.prorabneva.ru/price
2400 руб. 2136 руб.  шт,шт,8000.0,СПб,https://www.prorabneva.ru/price
2250 руб. 2003 руб.  шт,шт,3000.0,СПб,https://www.prorabneva.ru/price
комплект,компл,3300.0,СПб,https://www.prorabneva.ru/price
Разработка дизайн-проекта с планировками и чертежами,м2,1500.0,СПб,https://www.prorabneva.ru/price
Разработка дизайн-проекта с чертежами и коллажами интерьера,м2,2000.0,СПб,https://www.prorabneva.ru/price
"Разработка дизайн-проекта с чертежами, подбором стилистики и 3d-визуализацией",м2,3000.0,СПб,https://www.prorabneva.ru/price
Консультация дизайнера с выездом,,3500.0,СПб,https://www.prorabneva.ru/price
Комплексная приемка квартиры в новостройке с черновой отделкой,компл,30.0,СПб,https://www.prorabneva.ru/price
Комплексная приемка квартиры в новостройке с чистовой отделкой,компл,100.0,СПб,https://www.prorabneva.ru/price
Снятие цементной стяжки до 5см,м2,450.0,Регион,https://remont-nsk54.ru/prajs_list
Снятие линолеума,м2,75.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж кафеля,м2,300.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж плинтуса ( пластик),,75.0,Регион,https://remont-nsk54.ru/prajs_list
Разборка деревянных полов,м2,350.0,Регион,https://remont-nsk54.ru/prajs_list
"Разборка ламината, паркетной доски / с сохранением материала",м2,140.0,Регион,https://remont-nsk54.ru/prajs_list
"Разборка паркетных полов на клею, мастике",,400.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство цементно-песчаной стяжки до 5 см,м2,550.0,Регион,https://remont-nsk54.ru/prajs_list
Выравнивание пола саморастекающейся смесью до 5мм,м2,350.0,Регион,https://remont-nsk54.ru/prajs_list
Монтаж фанеры на пол на деревянное/бетонное основание,м2,400.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство пола из половой доски,м2,500.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство лаг под настил полов,м2,350.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство сухих полов гвл (Кнауф),м2,650.0,Регион,https://remont-nsk54.ru/prajs_list
Покрытие лаком на два раза,м2,400.0,Регион,https://remont-nsk54.ru/prajs_list
Наклейка пробки/замковая,м2,500.0,Регион,https://remont-nsk54.ru/prajs_list
Настил линолеума/ на клей,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Укладка коврового покрытия,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Сварка швов линолеума (холодная),,300.0,Регион,https://remont-nsk54.ru/prajs_list
Облицовка кафелем пол,,1400.0,Регион,https://remont-nsk54.ru/prajs_list
Укладка ламината по прямой/45гр,м2,400.0,Регион,https://remont-nsk54.ru/prajs_list
Укладка паркетной доски по прямой/45гр на подложке,м2,450.0,Регион,https://remont-nsk54.ru/prajs_list
"Монтаж плинтуса пластик/дерево, дюрополимер ,мдф",,150.0,Регион,https://remont-nsk54.ru/prajs_list
Покраска плинтуса,,300.0,Регион,https://remont-nsk54.ru/prajs_list
"Монтаж порогов,",,350.0,Регион,https://remont-nsk54.ru/prajs_list
Отбивка штукатурки,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж стен из ГКЛ с металлокаркасом,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Снятие обоев,м2,80.0,Регион,https://remont-nsk54.ru/prajs_list
"Снятие набела, шпатлёвки",м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж сухой штукатурки,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
"Демонтаж обшивки стен (вагонка, ПВХ панели)",м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Заделка штроб под эл/проводку/труб сантехники,,90.0,Регион,https://remont-nsk54.ru/prajs_list
Облицовка кафелем,м2,1500.0,Регион,https://remont-nsk54.ru/prajs_list
Фрезерование кромок кафеля 45гр,мп,800.0,Регион,https://remont-nsk54.ru/prajs_list
Установка уголка для кафельной плитки (наружный угол),,400.0,Регион,https://remont-nsk54.ru/prajs_list
Установка декоративных бордюров,,600.0,Регион,https://remont-nsk54.ru/prajs_list
"Монтаж стен из ГКЛ с устройством каркаса, ГКЛ в 1 слой/2 слоя",м2,500.0,Регион,https://remont-nsk54.ru/prajs_list
Заполнение швов шпатлёвкой и наклейка серпянки,,90.0,Регион,https://remont-nsk54.ru/prajs_list
Облицовка декоративными панелями/вагонкой,м2,600.0,Регион,https://remont-nsk54.ru/prajs_list
Шпатлёвка ГКЛ под покраску/ обои,м2,350.0,Регион,https://remont-nsk54.ru/prajs_list
Заполнение стен утеплителем-звукоизоляцией 50мм,м2,230.0,Регион,https://remont-nsk54.ru/prajs_list
Штукатурка стен по маякам (гипсовыми смесями) с установкой маяков,м2,550.0,Регион,https://remont-nsk54.ru/prajs_list
"Выравнивание углов,примыканий к полу и потолку",,250.0,Регион,https://remont-nsk54.ru/prajs_list
Шпатлёвка оштукатуренных стен под обои/ покраску,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Окраска стен высококачественная,м2,300.0,Регион,https://remont-nsk54.ru/prajs_list
Нанесение декоративной штукатурки,м2,600.0,Регион,https://remont-nsk54.ru/prajs_list
Наклейка стеклообоев,м2,260.0,Регион,https://remont-nsk54.ru/prajs_list
Наклейка обоев,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Покраска стеклообоев,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство проёма в гипсокартонной стене,м2,700.0,Регион,https://remont-nsk54.ru/prajs_list
Наклейка сплошной армирующей сетки,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Подготовка стен под наклейку стеклохолста,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Наклеивание стеклохолста на стены,м2,200.0,Регион,https://remont-nsk54.ru/prajs_list
Грунтовка один раз,м2,50.0,Регион,https://remont-nsk54.ru/prajs_list
Разборка деревянных перегородок,м2,350.0,Регион,https://remont-nsk54.ru/prajs_list
Разборка кирпичных перегородок в 1/2 кирпича,м2,450.0,Регион,https://remont-nsk54.ru/prajs_list
Разборка перегородок из сибита 100 мм,м2,350.0,Регион,https://remont-nsk54.ru/prajs_list
"Монтаж перегородки из ГКЛ с устройством каркаса, ГКЛ в 1слой/2слоя",м2,600.0,Регион,https://remont-nsk54.ru/prajs_list
Монтаж перегородки из сибита 100 мм,м2,690.0,Регион,https://remont-nsk54.ru/prajs_list
Монтаж перегородки из кирпича 1/2,м2,1100.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж ГКЛ с металлокаркасом,м2,350.0,Регион,https://remont-nsk54.ru/prajs_list
Снятие набела с потолка,м2,300.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж подвесных потолков,м2,300.0,Регион,https://remont-nsk54.ru/prajs_list
Заделка швов в плитах перекрытия с расчисткой,,400.0,Регион,https://remont-nsk54.ru/prajs_list
Штукатурка потолков /выравнивание в плоскости,м2,600.0,Регион,https://remont-nsk54.ru/prajs_list
"Шпатлёвка потолков по штукатурке, бетону под покраску",м2,450.0,Регион,https://remont-nsk54.ru/prajs_list
Грунтовка потолков за один раз,м2,50.0,Регион,https://remont-nsk54.ru/prajs_list
"Устройство подвесного потолка типа "" Армстронг""",м2,350.0,Регион,https://remont-nsk54.ru/prajs_list
Установка пенопластового и полиуретанового декоративного профиля высотой до 40мм/100мм/ и более,,250.0,Регион,https://remont-nsk54.ru/prajs_list
Окраска декоративного профиля,,220.0,Регион,https://remont-nsk54.ru/prajs_list
Облицовка потолка декоративной плиткой,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Монтаж реечного потолка,м2,650.0,Регион,https://remont-nsk54.ru/prajs_list
Монтаж потолка из пластиковых панелей/ вагонкой,м2,650.0,Регион,https://remont-nsk54.ru/prajs_list
Монтаж потолка из ГКЛ с устройством каркаса,м2,700.0,Регион,https://remont-nsk54.ru/prajs_list
Наклейка обоев на потолок,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Шпатлёвка ГК потолков под покраску/обои,м2,450.0,Регион,https://remont-nsk54.ru/prajs_list
Наклейка стеклохолста на потолок,м2,250.0,Регион,https://remont-nsk54.ru/prajs_list
Окраска потолков,м2,300.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж дверных блоков,шт,500.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж оконных блоков,м2,500.0,Регион,https://remont-nsk54.ru/prajs_list
Демонтаж металлических дверей,шт,700.0,Регион,https://remont-nsk54.ru/prajs_list
Расширение кирпичных / бетонных проёмов,,1000.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство арки из ГКЛ,,3500.0,Регион,https://remont-nsk54.ru/prajs_list
"Устройство коробов, балок из ГКЛ с каркасом",мп,800.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство ниш из ГКЛ с каркасом,м2,2000.0,Регион,https://remont-nsk54.ru/prajs_list
"Устройство дверных, оконных откосов из ГКЛ",,600.0,Регион,https://remont-nsk54.ru/prajs_list
Установка профиля для защиты углов,,140.0,Регион,https://remont-nsk54.ru/prajs_list
Установка подоконника,,600.0,Регион,https://remont-nsk54.ru/prajs_list
Установка вентиляционных решеток,,500.0,Регион,https://remont-nsk54.ru/prajs_list
Монтаж межкомнатных дверей одна /двухстворчатых,,3000.0,Регион,https://remont-nsk54.ru/prajs_list
"Установка наличника, доборников",,150.0,Регион,https://remont-nsk54.ru/prajs_list
Установка дверных замков/ручки,,1000.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство ограждения батарей из стеновых панелей,м2,1000.0,Регион,https://remont-nsk54.ru/prajs_list
"Штукатурка, шпатлёвка откосов кирпичных стен",,1500.0,Регион,https://remont-nsk54.ru/prajs_list
Устройство-выборка ниши в кирпичной стене( 1/2 кирпича ),м2,3500.0,Регион,https://remont-nsk54.ru/prajs_list
Выравнивание потолка цементно-песчаной смесью до 2 см. визуальное,м2,651.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Грунтование потолка 2 раза + шпаклевание 2 раза + шкурение 2 раза,м2,550.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Грунтование потолка в 1 слой,м2,95.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж плитки керамической настенной,м2,110.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж потолка из гипсокартона,м2,200.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж-монтаж подвесного потолка Грильято,м2,50.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Монтаж натяжного потолка,м2,400.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Монтаж потолочного багета/декора полиуретанового,мп,350.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Монтаж потолочного плинтуса,мп,150.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Монтаж потолочного ригеля / фальшбалки из гипсокартона фигурных до 300 мм,мп,550.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Монтаж потолочной лепнины / декора полиуретанового,м2,500.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Монтаж простого потолка из гипсокартона,м2,450.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Монтаж сетки декоративной,м2,120.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Монтаж фигурного потолка из гипсокартона,м2,1450.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Настил ковролина,м2,170.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Окраска лепнины / декора потолочного полиуретанового по орнаменту,м2,300.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Окраска лепнины / декора потолочного полиуретанового сплошная,м2,100.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Окраска плинтуса потолочного по орнаменту,мп,180.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Окраска плинтуса потолочного сплошная,мп,90.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Окраска потолочного багета/декора полиуретанового по орнаменту,мп,160.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Окраска потолочного багета/декора полиуретанового сплошная,мп,60.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Побелка потолка в 2 слоя,,150.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Удаление потолочных галтелей,мп,80.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Удаление старого покрытия на потолке,м2,80.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Установка закладной под люстру,шт,300.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Выравнивание стен визуальное,м2,300.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Выравнивание стен цементно-песчаной смесью до 3 см. по уровню с установкой маяков,м2,495.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Грунтование стен 2 раза + шпаклевание 2 раза + шкурение 2 раза (финишное выравнивание),м2,410.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
"Демонтаж деревянных панелей (вагонка, декоративная доска)",м2,50.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж плитки керамической,м2,150.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены бетонной до 10 см,м2,350.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены бетонной до 20 см,м2,800.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены газобетонной до 10 см,м2,200.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены газобетонной до 20 см,м2,400.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены газобетонной до 30 см,м2,700.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены газобетонной до 40 см,м2,950.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены деревянной / из гипсокартона,м2,120.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены кирпичной до 10 см,м2,1500.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены кирпичной до 30 см,м2,2100.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Демонтаж стены кирпичной до 60 см,м2,2700.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Звукоизоляция перегородок из гипсокартона минватой до 100 мм,м2,80.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Изготовление отверстия в плитке (40-80 см),шт,180.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
Изготовление отверстия в плитке (80-150 см),шт,320.0,Регион,https://nsk.365rem.ru/ceni-na-otdelochnie-raboti.asp
