work_raw,unit_raw,price,region,source
Удаление старых обоев,м2,120.0,Москва,https://titanremont.ru/price
Размывка извести,м2,150.0,Москва,https://titanremont.ru/price
"Зачистка от мела, масляной краски",м2,200.0,Москва,https://titanremont.ru/price
"Очистка от шпаклевки, водоэмульсионки",м2,180.0,Москва,https://titanremont.ru/price
Удаление штукатурки,м2,300.0,Москва,https://titanremont.ru/price
Очистка потолка от клеевой мастики,м2,250.0,Москва,https://titanremont.ru/price
Размывка олифы,м2,250.0,Москва,https://titanremont.ru/price
Разбивка рустов,мп,200.0,Москва,https://titanremont.ru/price
Демонтаж подвесного потолка,м2,200.0,Москва,https://titanremont.ru/price
Демонтаж потолочного плинтуса,мп,100.0,Москва,https://titanremont.ru/price
Демонтаж реечного потолка,м2,150.0,Москва,https://titanremont.ru/price
Демонтаж лепнины,мп,100.0,Москва,https://titanremont.ru/price
"Разборка потолка ""Armstrong""",м2,100.0,Москва,https://titanremont.ru/price
Разборка потолка из ГКЛ 1 уровневый,м2,120.0,Москва,https://titanremont.ru/price
Разборка потолка из ГКЛ 2 уровневый,м2,170.0,Москва,https://titanremont.ru/price
Разборка потолка из ГКЛ 3 уровневый,м2,220.0,Москва,https://titanremont.ru/price
"Разборка ПВХ ,МДФ панелей с потолка",м2,200.0,Москва,https://titanremont.ru/price
Грунтовка плит перекрытия (бетоконтакт или грунт),м2,100.0,Москва,https://titanremont.ru/price
Проклейка штукатурной сетки,м2,100.0,Москва,https://titanremont.ru/price
Выравнивание потолка ротбандом,м2,320.0,Москва,https://titanremont.ru/price
Выравнивание потолка ротбандом по маякам до 3см,м2,360.0,Москва,https://titanremont.ru/price
Обеспыливание потолка,м2,100.0,Москва,https://titanremont.ru/price
Шпаклевка потолка на 2 слоя (базовая),м2,360.0,Москва,https://titanremont.ru/price
Проклейка стеклохолста или паутинки,м2,120.0,Москва,https://titanremont.ru/price
Ошкуривание потолка,м2,120.0,Москва,https://titanremont.ru/price
Финишная шпаклевка потолка (прохождение швов),м2,120.0,Москва,https://titanremont.ru/price
Шпатлевка поверхности менее 30см,мп,480.0,Москва,https://titanremont.ru/price
Окраска потолка водоэмульсионной краской на 2 слоя в один цвет,м2,240.0,Москва,https://titanremont.ru/price
Окраска поверхности менее 30см,м2,240.0,Москва,https://titanremont.ru/price
Расшивка и заделка трещин на потолке (силикон),мп,160.0,Москва,https://titanremont.ru/price
Штукатурка стен ротбандом по маякам до 3 см,м2,360.0,Москва,https://titanremont.ru/price
Монтаж реечного потолка по прямой,м2,480.0,Москва,https://titanremont.ru/price
Монтаж реечного потолка по диагонали,м2,560.0,Москва,https://titanremont.ru/price
Монтаж потолочного плинтуса до 5см,мп,250.0,Москва,https://titanremont.ru/price
Шпаклевка швов и окраска потолочного плинтуса до 5см,мп,250.0,Москва,https://titanremont.ru/price
Устройство молдингов,мп,600.0,Москва,https://titanremont.ru/price
"Устройство подвисного потолка ""Армстронг""",м2,600.0,Москва,https://titanremont.ru/price
"Демонтаж линолеума, ковролина",м2,100.0,Москва,https://titanremont.ru/price
"Демонтаж паркета, ламината",м2,120.0,Москва,https://titanremont.ru/price
Демонтаж лаг,м2,100.0,Москва,https://titanremont.ru/price
Демонтаж плинтуса,мп,80.0,Москва,https://titanremont.ru/price
Демонтаж бетонного плинтуса,мп,300.0,Москва,https://titanremont.ru/price
Демонтаж штучного паркета без сохранения,м2,180.0,Москва,https://titanremont.ru/price
Демонтаж деревянного пола,м2,180.0,Москва,https://titanremont.ru/price
"Демонтаж фанеры, ДВП, ДСП",м2,100.0,Москва,https://titanremont.ru/price
Демонтаж старой стяжки пола до 50 мм,м2,200.0,Москва,https://titanremont.ru/price
Демонтаж старой стяжки пола до 70 мм,м2,250.0,Москва,https://titanremont.ru/price
Демонтаж старой стяжки пола до 100 мм,м2,300.0,Москва,https://titanremont.ru/price
Сбивка бетонного порога,компл,1500.0,Москва,https://titanremont.ru/price
Демонтаж пола под сантехкабиной в типовых домах,компл,6000.0,Москва,https://titanremont.ru/price
Механическая очистка пола,м2,160.0,Москва,https://titanremont.ru/price
Грунтование плит перекрытия,м2,100.0,Москва,https://titanremont.ru/price
Монтаж деформационной ленты на разрыв бетона,мп,100.0,Москва,https://titanremont.ru/price
Засыпка керамзитом или керамзитной крошкой (до10см),м2,260.0,Москва,https://titanremont.ru/price
Заливка полов по маякам песко-цементной стяжкой 5-10 см,м2,450.0,Москва,https://titanremont.ru/price
Армирование пола (сетка + арматура),м2,200.0,Москва,https://titanremont.ru/price
Укладка шумоизоляции на пол типа Шуманет,м2,350.0,Москва,https://titanremont.ru/price
Обеспыливание пола,м2,100.0,Москва,https://titanremont.ru/price
Заливка наливного пола перед кладкой ламината или паркетной доски,м2,250.0,Москва,https://titanremont.ru/price
Укладка подложки,м2,80.0,Москва,https://titanremont.ru/price
Укладка ламината (диагональ +20%),м2,450.0,Москва,https://titanremont.ru/price
Укладка паркетной доски (диагональ +20%),м2,450.0,Москва,https://titanremont.ru/price
Настил линолеума,м2,300.0,Москва,https://titanremont.ru/price
Настил половой доски,м2,600.0,Москва,https://titanremont.ru/price
Монтаж напольных плинтусов МДФ или пластик,мп,180.0,Москва,https://titanremont.ru/price
Монтаж напольного порожка,мп,500.0,Москва,https://titanremont.ru/price
Устройство стен из панелей МДФ,м2,800.0,Москва,https://titanremont.ru/price
Устройство стен из пластиковых панелей,м2,800.0,Москва,https://titanremont.ru/price
Облицовка стен натуральным камнем,м2,2000.0,Москва,https://titanremont.ru/price
Облицовка стен декоративным камнем,м2,2500.0,Москва,https://titanremont.ru/price
Очистка стен от обоев 1 слой,м2,120.0,Москва,https://titanremont.ru/price
Очистка стен от обоев до 2 слоёв,м2,200.0,Москва,https://titanremont.ru/price
Очистка стен от краски,м2,200.0,Москва,https://titanremont.ru/price
"Очистка стен от масляной краски, шпаклевки",м2,250.0,Москва,https://titanremont.ru/price
Удаление старой штукатурки слоем до 20 мм,м2,200.0,Москва,https://titanremont.ru/price
Удаление старой штукатурки слоем свыше 20 мм,м2,250.0,Москва,https://titanremont.ru/price
Удаление старой штукатурки слоем свыше 20 мм с армированной сеткой,м2,350.0,Москва,https://titanremont.ru/price
"Демонтаж внутренних деревянных стен, перегородок, обитых пластиком или дранкой",м2,200.0,Москва,https://titanremont.ru/price
Демонтаж перегородок из пеноблоков/гипсоблоков,м2,250.0,Москва,https://titanremont.ru/price
"Демонтаж перегородок из ДСП, ГКЛ, ГВЛ",м2,350.0,Москва,https://titanremont.ru/price
"Снос перегородок (кирпич, ацеид, гипсолит)",м2,350.0,Москва,https://titanremont.ru/price
Снос не несущих бетонных стен (межкомнатных перегородок до 10 см),м2,400.0,Москва,https://titanremont.ru/price
Снос кирпичных стен в полкирпича,м2,350.0,Москва,https://titanremont.ru/price
Снос кирпичных стен в кирпич,м2,400.0,Москва,https://titanremont.ru/price
Снос кирпичных стен шириной от 700 мм,м2,700.0,Москва,https://titanremont.ru/price
Подрезка проема под дверную коробку (гипсолит),мп,200.0,Москва,https://titanremont.ru/price
Подрезка проема под дверную коробку (кирпич),мп,250.0,Москва,https://titanremont.ru/price
Подрезка проема под дверную коробку (бетон),мп,400.0,Москва,https://titanremont.ru/price
Снос железобетонных стен толщиной до 100 мм,м2,2000.0,Москва,https://titanremont.ru/price
Снос железобетонных стен толщиной от 100 до 140 мм,м2,2500.0,Москва,https://titanremont.ru/price
Снос железобетонных стен толщиной от 140 до 180 мм,м2,3000.0,Москва,https://titanremont.ru/price
Снос железобетонных стен толщиной от 180 до 220 мм,м2,3500.0,Москва,https://titanremont.ru/price
Демонтаж подоконной части из бетона,компл,8000.0,Москва,https://titanremont.ru/price
Демонтаж подоконной части из кирпича,компл,6000.0,Москва,https://titanremont.ru/price
Демонтаж подоконной части из пенобетона,компл,4000.0,Москва,https://titanremont.ru/price
"Монтаж перегородок из ПГП (пазогребневая плита 80, 100 мм)",м2,600.0,Москва,https://titanremont.ru/price
Монтаж перегородок из пеноблоков 50мм,м2,640.0,Москва,https://titanremont.ru/price
Монтаж дверной перемычки из арматуры,компл,400.0,Москва,https://titanremont.ru/price
Заливка дверной перемычки из бетона с уcтановкой опалубки,компл,160.0,Москва,https://titanremont.ru/price
Грунтование стен (бетоконтакт или грунт),м2,100.0,Москва,https://titanremont.ru/price
Установка маяков,м2,100.0,Москва,https://titanremont.ru/price
Поклейка штукатурной сетки,м2,180.0,Москва,https://titanremont.ru/price
Выравнивание стен ротбандом,м2,240.0,Москва,https://titanremont.ru/price
Выравнивание стен ротбандом по маякам до 3см,м2,320.0,Москва,https://titanremont.ru/price
Обеспыливание стен,м2,100.0,Москва,https://titanremont.ru/price
Шпаклевка стен на 2 слоя (базовая),м2,320.0,Москва,https://titanremont.ru/price
Ошкуривание стен,м2,120.0,Москва,https://titanremont.ru/price
Финишная шпатлевка стен (прохождение швов),м2,120.0,Москва,https://titanremont.ru/price
Шпаклевка поверхности стен менее 30см,мп,400.0,Москва,https://titanremont.ru/price
Покраска поверхности стен менее 30см,м2,300.0,Москва,https://titanremont.ru/price
Окраска стен водоэмульсионной краской на 2 слоя в один цвет,м2,300.0,Москва,https://titanremont.ru/price
"Расшивка и заделка трещин и межпанельных швов (силикон, запенивание)",мп,160.0,Москва,https://titanremont.ru/price
"Оклейка стен обоями (виниловые, флизелиновые от 80см)",м2,300.0,Москва,https://titanremont.ru/price
Оклейка стен обоями (бумажные от 60см),м2,500.0,Москва,https://titanremont.ru/price
"Нанесение ""Венецианской"" штукатурки",м2,1500.0,Москва,https://titanremont.ru/price
Нанесение декоративной штукатурки,м2,1500.0,Москва,https://titanremont.ru/price
Подготовка (штукатурка) дверного проема к установке двери,м2,1800.0,Москва,https://titanremont.ru/price
Демонтаж проводов,м2,40.0,Москва,https://titanremont.ru/price
"Демонтаж розетки, выключателя",м2,80.0,Москва,https://titanremont.ru/price
"Демонтаж люстры, светильника, настенного бра",м2,160.0,Москва,https://titanremont.ru/price
Демонтаж распаечной коробки,м2,180.0,Москва,https://titanremont.ru/price
Демонтаж старого электрощитка с существующими автоматами,м2,420.0,Москва,https://titanremont.ru/price
Прокладка электропровода в кабельных коробах,мп,200.0,Москва,https://titanremont.ru/price
"Первичная разводка силовой и слаботочной электрики по полу в гофрорукавах ( штробление, монтаж подрозетников, разводка проводов без зачистки)",м2,1000.0,Москва,https://titanremont.ru/price
Заделка штроб после монтажа электрики,компл,8000.0,Москва,https://titanremont.ru/price
"Вторичный монтаж силовой и слаботочной электрики (зачистка проводов, монтаж механизмов, навеска бра и люстр без сборки)",м2,800.0,Москва,https://titanremont.ru/price
Сборка и монтаж силового щита с подключением до 24 модулей,,10000.0,Москва,https://titanremont.ru/price
Штробление под щит до 24 модулей в кирпиче,,4000.0,Москва,https://titanremont.ru/price
"Укладка кабеля для системы ""теплый пол""",м2,450.0,Москва,https://titanremont.ru/price
Монтаж теплого пола (маты) с терморегулятором,м2,800.0,Москва,https://titanremont.ru/price
Монтаж и подключение электрического полотенцесушителя,шт,3200.0,Москва,https://titanremont.ru/price
Установка точечного светильника,м2,150.0,Москва,https://titanremont.ru/price
"Монтаж сантехнической инсталяции (унитаз, биде)",шт,2000.0,Москва,https://titanremont.ru/price
Штробление кирпича или гипсолита под трубы,мп,200.0,Москва,https://titanremont.ru/price
Разводка труб канализации и подачи горячего и холодного водоснабжения + установка,точка,8000.0,Москва,https://titanremont.ru/price
Сборка и монтаж центрального узла,,8000.0,Москва,https://titanremont.ru/price
Монтаж системы защиты от протечек Нептун,компл,3200.0,Москва,https://titanremont.ru/price
Установка ванны и подключение (без гидромассажа),шт,2000.0,Москва,https://titanremont.ru/price
Монтаж и подключение раковины без сбора мебели,шт,2400.0,Москва,https://titanremont.ru/price
Установка зеркала над раковиной,шт,1200.0,Москва,https://titanremont.ru/price
Подключение стиральной машины,шт,1200.0,Москва,https://titanremont.ru/price
Монтаж и подключение накопительного бойлера,шт,2000.0,Москва,https://titanremont.ru/price
Монтаж водяного полотенцесушителя,шт,3600.0,Москва,https://titanremont.ru/price
Сборка коллекторного узла,шт,8000.0,Москва,https://titanremont.ru/price
Демонтаж старой системы отопления (разведенной по полу полипропиленом или металлопластом),точка,1500.0,Москва,https://titanremont.ru/price
Монтаж и сборка щита для коллектора,,8000.0,Москва,https://titanremont.ru/price
Разводка по полу труб системы отопления в гофрорукаве,точка,5000.0,Москва,https://titanremont.ru/price
Навеска + подключение биметаллического радиатора,точка,3000.0,Москва,https://titanremont.ru/price
Демонтаж + монтаж установленного радиатора для производства работ,точка,2000.0,Москва,https://titanremont.ru/price
Демонтаж плитки,м2,200.0,Москва,https://titanremont.ru/price
Демонтаж плитки ПВХ с потолка,м2,120.0,Москва,https://titanremont.ru/price
Демонтаж клеевой плитки,м2,120.0,Москва,https://titanremont.ru/price
Удаление плитки из полистирола,м2,120.0,Москва,https://titanremont.ru/price
Демонтаж бордюров,мп,100.0,Москва,https://titanremont.ru/price
Демонтаж мозаики,м2,500.0,Москва,https://titanremont.ru/price
Обеспыливание поверхности перед укладкой плитки,м2,100.0,Москва,https://titanremont.ru/price
Укладка плитки размерами от 30x30 до 45x45 по прямой,м2,1000.0,Москва,https://titanremont.ru/price
Укладка плитки размерами от 30x30 до 45x45 по диагонали,м2,1200.0,Москва,https://titanremont.ru/price
"Затирка плитки (не эпоксидная, не 2х компонентная)",м2,200.0,Москва,https://titanremont.ru/price
Двухкомпонентная затирка плитки от 30x30,м2,1200.0,Москва,https://titanremont.ru/price
Укладка мозаики из камня либо керамической мозаики без подрезки,м2,2000.0,Москва,https://titanremont.ru/price
Затирка мозаики двухкомпонентной затиркой,м2,2000.0,Москва,https://titanremont.ru/price
"Затирка мозаики (не эпоксидная, не 2х компонентная)",м2,600.0,Москва,https://titanremont.ru/price
Укладка бордюров и обрамлений из плитки (готовых),мп,600.0,Москва,https://titanremont.ru/price
Резка плитки под 45 градусов,мп,2000.0,Москва,https://titanremont.ru/price
Резка плитки под монтажные отверстия,шт,500.0,Москва,https://titanremont.ru/price
Укладка плинтуса из плитки (готового),мп,600.0,Москва,https://titanremont.ru/price
Устройство каркаса из бруса,м2,150.0,Москва,https://titanremont.ru/price
Монтаж короба в санузле с установкой люка,компл,3000.0,Москва,https://titanremont.ru/price
Монтаж откосов из ГКЛ 12.5 мм в 1 слой,мп,600.0,Москва,https://titanremont.ru/price
Монтаж потолка типа консоль (закарнизное освещение),мп,720.0,Москва,https://titanremont.ru/price
Монтаж прямого простого потолка из ГКЛ в 1 слой,м2,1000.0,Москва,https://titanremont.ru/price
Монтаж сложного потолка из ГКЛ в 1 слой,м2,1200.0,Москва,https://titanremont.ru/price
Монтаж прямых коробов из ГКЛ сечением менее 40см,мп,1000.0,Москва,https://titanremont.ru/price
Монтаж перегородок из ГКЛ в 2 слоя с каждой стороны,м2,1400.0,Москва,https://titanremont.ru/price
Обшивка стен ГКЛ в 1 слой,м2,720.0,Москва,https://titanremont.ru/price
"Бандажирование ГКЛ, проклейка серпянки",м2,160.0,Москва,https://titanremont.ru/price
Изготовление арок из гипсокартона,шт,2800.0,Москва,https://titanremont.ru/price
Звукоизоляция на потолок (не стекловолокно),м2,800.0,Москва,https://titanremont.ru/price
Звукоизоляция на потолок (стекловолокно),м2,1000.0,Москва,https://titanremont.ru/price
Звукоизоляция на стены (не стекловолокно),м2,600.0,Москва,https://titanremont.ru/price
Звукоизоляция на стены (стекловолокно),м2,800.0,Москва,https://titanremont.ru/price
Демонтаж дверей,шт,240.0,Москва,https://titanremont.ru/price
Установка межкомнатных дверей,шт,3500.0,Москва,https://titanremont.ru/price
Установка дверного добора,мп,180.0,Москва,https://titanremont.ru/price
Установка дверного наличника,мп,160.0,Москва,https://titanremont.ru/price
Установка раздвижной двери,шт,5400.0,Москва,https://titanremont.ru/price
Установка двери типа гармошки,шт,3500.0,Москва,https://titanremont.ru/price
Установка фрамуги,шт,1900.0,Москва,https://titanremont.ru/price
Заказ контейнера под мусор 8 м.куб,,4500.0,Москва,https://titanremont.ru/price
Подъем материалов на лифте от подъезда,,1500.0,Москва,https://titanremont.ru/price
Вынос мусора в контейнер у подъезда,,6000.0,Москва,https://titanremont.ru/price
Капитальный,,35000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Дизайнерский,,45000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Премиальный (Elite),,55000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Монолитная новостройка  (Новые жилые комплексы без  отделки),шт,27000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Панельный дом  (Типовая вторичка: серии П-44Т, КОПЭ,  И-155 и др.)",шт,32000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Кирпичная вторичка  (Стандартный вторичный фонд, хрущевки,  брежневки)",шт,35000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Сталинка / Старый фонд  (Дома с деревянными или смешанными  перекрытиями),,45000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Высокая плотность розеток на квадратный метр. Один санузел,  компактный коллектор, часто объединяем зону кухни и гостиной.",мп,35.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Четкое разделение на спальную и гостевую зоны. Кладка новых  межкомнатных стен, монтаж до 45–50 точек электрики.",точка,52.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Почти всегда проектируется вторая (мастер) ванная. Усложняется  сантехническая разводка, а общая длина проводов превышает 600–800  метров.",,75.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Большая площадь стен и полов под чистовую отделку. Монтаж  мультизонального климат-контроля, проходные выключатели и  специфические сценарии света.",,100.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Снос перегородок,м2,450.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Демонтаж стяжки,м2,500.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Сбивание старой плитки,м2,300.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Зачистка поверхностей,м2,150.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Вывоз мусора (контейнер 8  м³),,7000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Кладка из пеноблока,мп,750.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Стены из ПГП,,700.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Перегородки из ГКЛ,,950.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Штукатурка по маякам,,600.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Армирование сеткой,,180.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Выведение углов 90°,точка,400.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Потолок из ГКЛ (1 уровень),м2,1200.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Ниши и теневые швы,мп,2000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Обшивка стен с шумкой,м2,900.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Короба под коммуникации,мп,1100.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Сборка электрощита,компл,15000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Бурение подрозетников,шт,450.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Прокладка силового кабеля,мп,130.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Штробление стен,мп,300.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Выводы под свет,точка,350.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Чистовая электрика,шт,250.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Сборка коллекторного узла,компл,18000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Разводка водоснабжения,точка,3000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Установка инсталляции,шт,3500.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Встроенные смесители,шт,2500.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Защита от протечек,компл,5000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Рулонная звукоизоляция,м2,300.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Полусухая стяжка (до 70  мм),м2,600.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Армирование стяжки,м2,200.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Демпферный контур,мп,100.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Укладка стандарта (до  60х60),м2,2500.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Крупный формат (до  120х240),м2,3800.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Запил под 45° (заусовка),мп,1400.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Эпоксидная затирка,мп,450.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Ревизионный люк,шт,5000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Шпатлевание под обои,м2,600.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Шпатлевание под покраску,м2,900.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Армирование стеклохолстом,м2,350.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Шлифовка под свет,м2,150.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Покраска (2-3 слоя),м2,550.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Декоративные покрытия,м2,1400.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Наливной пол,,350.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Замковые покрытия,мп,400.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Клеевой кварцвинил,,750.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Инженерная / Паркетная доска,,1200.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Беспороговые стыки,мп,600.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
Теневой плинтус,,900.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Выравнивание стен и полов  (Knauf Ротбанд, Основит,  Волма)",шт,4000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Черновая сантехника  (Сшитый полиэтилен Rehau, Stout,  арматура Far)",,3500.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Электромонтаж  (Провода ВВГнг-LS ГОСТ, автоматика  Schneider Electric, ABB)",точка,3000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
"Гидроизоляция влажных зон  (Кнауф Флэхендихт, Ceresit)",,1000.0,Москва,https://stroyremdizayn.ru/cena-remonta-i-otdelki-kvartir-pod-klyuch/
450 руб/м2,м2,30.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
490 руб/м2,м2,30.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
500 руб/м2,м2,30.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Гипсовая механизированная штукатурка Knauf МП75 серая, 30 кг",шт,320.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Гипсовая машинная штукатурка Knauf МП75 белая, 30 кг/",шт,330.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Гипсовая машинная штукатурка Волма Гипс Актив серая, 30 кг",шт,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Гипсовая машинная штукатурка Форман 12, 30кг/мешок",шт,260.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Цементная машинная штукатурка Крейзель 521, 30кг/мешок",шт,230.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Цементная машинная штукатурка Knauf Унтерпутц, 25кг/мешок",шт,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Гипсовая машинная штукатурка Волма Гипс Актив белая, 30 кг",шт,300.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Грунт-концентрат Knauf Миттельгрунд для впитывающих оснований, 10кг/ведро",,2560.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Бетонконтакт Старатели 20к,,1460.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Маячковый профиль 6 мм жесткий,,50.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Углозащитный профиль с маяком 3м,,130.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Профиль примыкания с маяком 6мм пластиковый 2,4м",мп,160.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Сетка стеклотканевая ячейка 5*5мм 30м2 160мкр,м2,960.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Сетка оцинкованная из металла ячейка 25*25мм 15м2,м2,2710.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Дюбель-гвоздь 6*40 упаковка 200шт.,шт,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Саморез черный по дереву 35/55/71мм,,290.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Валик 250мм с ручкой,,260.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Кисть 100мм,,135.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Правило трапеция Зубр 2м,,610.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Правило трапеция Зубр 3м,,910.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Шпатель 150мм,,160.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Шпатель 200мм,,190.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Пленка защитная с малярной лентой 2,7м*20м",,380.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Доставка 0-3000кг,,2500.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
